income,loan_amount,credit_score,credit_utilization,delinquencies,repayment_score,employment_years,dti,ltv,employment_type,loan_purpose,defaulted
34762.86,4897.94,564,0.1321,0,65.1,4.8,0.0612,0.05,Part-time,Business,0
100605.14,49065.11,638,0.1312,0,86.7,4.6,0.1264,0.2292,Full-time,Home Improvement,0
69989.23,8291.17,707,0.255,2,69.0,2.8,0.089,0.05,Part-time,Debt Consolidation,0
62516.34,19806.3,755,0.3033,0,98.3,5.1,0.111,0.0877,Part-time,Major Purchase,0
36712.4,11020.7,757,0.0655,0,95.1,7.0,0.0849,0.1005,Full-time,Debt Consolidation,0
66018.75,7577.38,602,0.2461,0,63.1,8.5,0.0544,0.05,Self-employed,Debt Consolidation,0
52855.08,30940.48,580,0.4575,0,64.1,3.4,0.2028,0.1894,Full-time,Debt Consolidation,0
73517.36,45087.82,551,0.1991,0,46.2,3.5,0.1667,0.1443,Full-time,Major Purchase,0
19821.59,15857.27,755,0.5552,1,98.2,3.1,0.4542,0.3111,Full-time,Debt Consolidation,0
39507.08,17637.09,630,0.2721,1,61.3,6.5,0.1871,0.1364,Part-time,Debt Consolidation,0
96337.85,16309.08,549,0.1948,0,43.3,6.4,0.0552,0.0956,,Education,0
84689.72,21541.56,683,0.2844,0,68.5,7.2,0.0852,0.0853,Full-time,Debt Consolidation,0
60889.3,8455.65,588,0.3824,0,81.2,2.4,0.0785,0.0756,Self-employed,Debt Consolidation,0
52237.34,29016.01,519,0.3942,0,72.6,7.2,0.1876,0.1595,Part-time,Debt Consolidation,0
82490.67,4241.86,665,0.5653,0,48.3,9.2,0.0617,0.05,Part-time,Home Improvement,0
30362.06,23655.15,655,0.0159,1,46.9,6.2,0.2303,0.2184,Part-time,Major Purchase,0
77276.02,37791.03,763,0.6441,0,94.7,1.8,0.1774,0.2421,Part-time,Debt Consolidation,0
37480.18,16366.18,740,0.1214,0,100.0,4.3,0.1281,0.1826,Part-time,Home Improvement,0
32814.55,26251.64,589,0.2047,1,67.5,3.6,0.2735,0.2125,Full-time,Business,1
123414.91,6465.26,809,0.4838,0,66.6,1.8,0.0408,0.05,Full-time,Debt Consolidation,0
107152.54,13717.4,779,0.2226,1,69.3,3.7,0.0569,0.068,Full-time,Business,0
54883.61,25033.55,591,0.5097,1,53.1,3.6,0.1982,0.1655,Full-time,Debt Consolidation,1
27270.4,15455.73,710,0.037,1,,,0.1898,0.2646,Full-time,Education,0
30351.76,24281.4,742,0.3158,0,81.2,5.7,0.2669,0.3961,Full-time,Debt Consolidation,0
67870.62,2285.52,650,0.2241,0,33.5,2.1,0.0319,0.05,Full-time,Home Improvement,0
34554.75,27643.8,637,0.4108,0,96.4,18.4,0.2776,0.4052,Full-time,Major Purchase,0
62239.98,49791.99,458,0.2369,0,39.9,4.6,0.2194,0.193,Full-time,Education,1
48075.64,14770.46,668,0.4189,0,65.6,0.8,0.1365,0.0756,Full-time,Debt Consolidation,0
68380.63,12990.4,554,0.3681,0,33.7,1.9,0.0844,0.1097,Full-time,Debt Consolidation,1
38349.62,11510.66,789,0.4737,0,86.7,4.9,0.161,0.1817,Full-time,Debt Consolidation,0
36004.48,21535.06,636,0.1951,0,81.3,18.0,0.1826,0.2134,Full-time,Debt Consolidation,0
26991.27,21593.01,646,0.1534,1,59.2,4.3,0.2774,0.333,Part-time,Debt Consolidation,1
50040.49,40032.39,690,0.3378,0,91.7,16.4,0.2406,0.2073,Full-time,Major Purchase,0
61395.23,32812.21,708,0.3397,1,75.3,2.2,0.1876,0.2143,Full-time,Major Purchase,0
53657.65,5499.64,796,0.1579,1,83.7,6.2,0.0682,0.05,Self-employed,Home Improvement,0
25660.29,5823.61,684,0.0594,0,50.6,5.5,0.0711,0.1028,Full-time,Debt Consolidation,0
22047.5,17638.0,731,0.5401,1,72.2,1.1,0.4228,0.2618,Self-employed,Home Improvement,1
36512.89,2306.55,723,0.215,0,88.9,6.2,0.0575,0.05,Full-time,Debt Consolidation,0
48927.03,13032.21,661,0.536,1,74.6,1.5,0.1673,0.0943,Full-time,Home Improvement,0
74293.83,41434.37,638,0.3958,0,52.8,1.7,0.1722,0.2251,Full-time,Debt Consolidation,0
55386.49,9714.3,790,0.2481,0,100.0,7.2,0.0743,0.0707,Full-time,Home Improvement,0
50143.92,8918.22,631,0.2195,1,58.7,12.4,0.0981,0.0682,Full-time,Debt Consolidation,0
58195.25,14517.25,702,0.6413,1,59.5,8.9,0.1598,0.0847,Full-time,Home Improvement,1
41075.0,9641.66,602,0.3409,1,73.3,9.5,0.1453,0.0684,Full-time,Debt Consolidation,1
36491.92,10710.95,533,0.172,0,61.4,2.8,0.1044,0.1013,Self-employed,Debt Consolidation,0
135292.43,16701.93,653,0.4627,0,91.3,4.5,0.0543,0.05,Full-time,Debt Consolidation,0
80040.49,3326.05,694,0.2886,1,91.7,2.8,0.0509,0.05,Full-time,Debt Consolidation,0
35434.9,4358.97,593,0.1774,0,58.8,12.4,0.0656,0.05,Full-time,Home Improvement,0
65267.64,33871.48,680,0.2335,2,75.3,5.3,0.1871,0.1537,Self-employed,Debt Consolidation,0
32110.0,25688.0,617,0.1355,0,,,0.2224,0.2514,Self-employed,Business,0
42174.33,9551.31,631,0.3079,0,63.6,3.3,0.1069,0.0573,Full-time,Home Improvement,0
65555.01,3106.33,724,0.2613,1,94.5,6.2,0.0584,0.05,Full-time,Debt Consolidation,0
207459.66,7054.03,639,0.563,1,80.4,5.5,0.0335,0.05,Full-time,Debt Consolidation,0
62869.11,4337.25,544,0.1145,0,51.4,11.8,0.0297,0.05,Unemployed,Debt Consolidation,0
100675.75,4304.37,674,0.1169,0,58.2,4.6,0.0186,0.05,Full-time,Debt Consolidation,0
114211.5,16136.94,599,0.304,0,61.6,8.1,0.0531,0.05,Full-time,Home Improvement,0
57459.45,45967.56,528,0.2492,1,43.3,8.4,0.2441,0.2311,Full-time,Debt Consolidation,1
70848.76,30247.73,664,0.3683,0,79.7,9.9,0.1399,0.1432,Full-time,Business,0
54320.81,16050.2,656,0.1813,1,51.3,14.1,0.117,0.1263,Full-time,Major Purchase,0
62900.04,5874.67,768,0.3022,0,87.5,11.5,0.057,0.0599,Full-time,Debt Consolidation,0
47559.38,38047.5,603,0.0674,0,64.8,3.7,0.2022,0.2486,Unemployed,Education,1
44062.9,16702.32,590,0.5091,1,51.2,10.8,0.2014,0.1501,Full-time,Debt Consolidation,1
61292.11,11982.78,597,0.1438,0,68.1,4.2,0.0638,0.0792,Self-employed,Debt Consolidation,0
71329.36,13054.44,746,0.6731,0,75.8,3.9,0.1119,0.06,Full-time,Home Improvement,0
53383.65,4443.96,657,0.3377,0,76.3,2.5,0.0655,0.05,Full-time,Major Purchase,0
103849.89,3364.75,675,0.1128,0,82.3,13.3,0.0156,0.05,Full-time,Education,0
43770.31,13548.82,759,0.2446,0,100.0,11.6,0.1145,0.0962,Full-time,Business,0
56409.81,14028.65,459,0.108,1,52.9,4.5,0.0947,0.1239,Part-time,Home Improvement,1
46866.28,22771.07,770,0.2703,0,96.9,15.2,0.1581,0.1921,Full-time,Home Improvement,0
76546.43,7517.76,666,0.2968,1,50.6,4.1,0.0672,0.05,Full-time,Home Improvement,0
35971.01,23736.3,556,0.3194,1,51.5,1.5,0.2557,0.2946,Full-time,Debt Consolidation,1
23321.61,18657.29,743,0.4098,0,95.1,25.3,0.3185,0.2649,Part-time,Debt Consolidation,0
96070.39,29677.67,606,0.2871,0,59.7,10.4,0.0957,0.183,Part-time,Debt Consolidation,0
103721.34,34792.47,537,0.4574,0,61.1,3.0,0.1123,0.1088,,Debt Consolidation,0
45225.71,22488.35,631,0.0704,0,93.1,4.4,0.1305,0.1758,Full-time,Debt Consolidation,0
40811.28,2435.55,624,0.2776,1,76.3,4.5,0.0927,0.05,Self-employed,Business,0
34292.61,17208.67,611,0.5095,0,58.7,3.3,0.2274,0.1246,Part-time,Home Improvement,0
56454.06,19040.6,790,0.1427,0,94.7,16.6,0.0991,0.0832,Self-employed,Debt Consolidation,0
23050.67,18440.54,673,0.3804,0,81.3,1.7,0.3108,0.2291,Full-time,Major Purchase,0
83458.89,9039.06,644,0.0639,1,84.3,4.9,0.0459,0.05,Full-time,Education,0
32759.01,26207.21,720,0.4783,2,80.2,5.3,0.3704,0.2157,Full-time,Debt Consolidation,0
50074.6,8120.32,754,0.1103,2,100.0,4.3,0.1027,0.0629,Full-time,Debt Consolidation,0
61000.76,19503.93,545,0.2459,0,59.0,7.2,0.1058,0.1201,Full-time,Debt Consolidation,0
26715.18,21372.14,703,0.3095,0,92.8,3.7,0.2754,0.2841,Full-time,Home Improvement,0
37196.86,6951.22,704,0.2418,0,100.0,4.6,0.0917,0.1152,Full-time,Education,0
41734.14,19787.13,754,0.3406,0,100.0,6.4,0.1726,0.1507,Full-time,Debt Consolidation,0
151050.51,26686.38,728,0.445,0,79.1,8.0,0.0636,0.0547,Full-time,Debt Consolidation,0
46329.63,2249.5,662,0.0458,2,82.3,5.9,0.0706,0.05,Full-time,Debt Consolidation,0
72654.71,4451.83,719,0.3394,1,100.0,5.5,0.0649,0.05,Full-time,Home Improvement,0
48864.77,17101.59,722,0.1242,2,73.4,3.6,0.1514,0.088,Part-time,Education,0
60146.96,4972.84,652,0.3108,0,83.7,6.0,0.0571,0.05,Full-time,Home Improvement,0
46481.35,37185.08,687,0.4509,0,85.3,7.0,0.2618,0.2502,Self-employed,Debt Consolidation,0
84510.94,9515.98,748,0.0591,1,100.0,7.1,0.0463,0.05,Full-time,Debt Consolidation,0
144034.16,5708.19,634,0.1361,1,71.2,4.0,0.0246,0.05,Full-time,Debt Consolidation,0
62728.34,19002.04,605,0.4332,0,65.6,8.1,0.1224,0.1495,Part-time,Home Improvement,0
84841.25,3600.83,797,0.2661,0,100.0,6.2,0.0328,0.05,Full-time,Major Purchase,0
28306.42,10774.01,589,0.2829,1,43.9,11.3,0.2057,0.1116,Full-time,Home Improvement,1
72386.32,41600.69,684,0.2349,0,83.0,5.6,0.1613,0.321,Full-time,Debt Consolidation,0
68624.35,40722.41,707,0.1581,2,75.0,4.8,0.194,0.1559,Full-time,Home Improvement,0
108368.11,17855.8,592,0.2809,0,54.5,4.0,0.0582,0.1004,Full-time,Debt Consolidation,0
34218.17,9512.7,695,0.2421,0,57.7,7.2,0.1177,0.111,Self-employed,Debt Consolidation,0
114214.45,13302.31,850,0.3286,0,100.0,4.2,0.0487,0.05,Full-time,Business,0
103105.96,41621.88,579,0.1203,0,64.3,5.3,0.1053,0.1223,Full-time,Debt Consolidation,0
28115.52,22492.42,810,0.3007,0,94.2,6.3,0.269,0.2742,Part-time,Home Improvement,0
42631.17,34104.94,673,0.2635,1,69.9,7.5,0.2647,0.1979,Full-time,Debt Consolidation,0
25995.96,2731.8,658,0.1478,0,59.7,2.8,0.0662,0.05,Unemployed,Debt Consolidation,0
92182.16,28387.34,609,0.1527,0,55.9,7.0,0.0858,0.0823,Full-time,Debt Consolidation,0
185924.72,2294.78,666,0.2631,1,87.6,4.2,0.0196,0.05,Full-time,Home Improvement,0
21989.34,12907.18,620,0.2997,2,70.5,2.6,0.3481,0.1404,Full-time,Home Improvement,1
33541.53,26833.23,577,0.158,0,57.5,4.1,0.2259,0.2405,Part-time,Home Improvement,0
49256.87,25662.66,625,0.1359,1,82.4,5.4,0.1693,0.2023,,Business,0
50434.95,5259.92,652,0.4314,0,73.4,1.6,0.0866,0.05,Full-time,Debt Consolidation,0
60060.18,2174.22,755,0.3093,1,48.2,3.3,0.0658,0.05,Full-time,Major Purchase,0
43843.16,7692.17,658,0.5751,1,86.2,6.8,0.1639,0.0588,Full-time,Business,0
111583.45,29157.76,645,0.1207,0,84.2,8.2,0.0705,0.0757,Full-time,Major Purchase,0
13920.75,11136.6,713,0.0256,0,77.7,16.2,0.2053,0.218,Part-time,Education,0
42429.74,4212.1,599,0.1299,0,56.9,9.5,0.0459,0.056,Full-time,Major Purchase,0
49890.06,15997.82,471,0.2714,2,52.1,2.9,0.1642,0.1447,Full-time,Business,1
55268.08,23154.36,747,0.0839,0,80.0,9.6,0.1115,0.2248,Full-time,Debt Consolidation,0
55005.97,21933.94,611,0.2755,0,58.5,3.7,0.1318,0.143,Full-time,Education,0
49521.3,13846.26,640,0.0928,1,75.6,12.5,0.1048,0.0917,Full-time,Debt Consolidation,0
78328.76,14502.46,661,0.1873,0,58.6,1.2,0.0617,0.05,Full-time,Debt Consolidation,0
61443.95,31796.09,764,0.4777,0,100.0,4.9,0.1802,0.237,Full-time,Major Purchase,0
37385.25,16733.22,649,0.1373,1,61.6,5.4,0.166,0.1127,Self-employed,Home Improvement,0
20150.23,3027.24,671,0.0613,1,62.7,12.0,0.1175,0.0842,Full-time,Debt Consolidation,0
35453.28,28362.62,660,0.2851,1,89.2,5.2,0.2838,0.2261,Full-time,Home Improvement,0
44670.78,10537.67,634,0.4609,1,66.3,10.4,0.1578,0.0873,Part-time,Home Improvement,0
33055.96,18819.58,786,0.1419,0,100.0,6.0,0.1675,0.193,Full-time,Debt Consolidation,0
91825.71,7830.08,624,0.4504,1,89.4,7.4,0.0688,0.05,Full-time,Major Purchase,0
85694.67,23108.61,789,0.1805,0,92.9,12.9,0.0799,0.0754,Full-time,Education,0
60184.06,7418.79,668,0.4698,0,100.0,13.0,0.0858,0.05,Full-time,Debt Consolidation,0
78396.2,4415.87,723,0.2501,0,83.6,4.2,0.0365,0.05,Full-time,Home Improvement,0
59310.94,20989.16,723,0.7004,0,68.2,2.2,0.17,0.1459,Full-time,Business,0
58351.52,3747.81,734,0.2078,0,83.0,6.2,0.0411,0.05,Full-time,Major Purchase,0
83092.13,8463.47,676,0.1825,0,97.2,8.9,0.0403,0.0529,Full-time,Debt Consolidation,0
53443.35,20517.67,617,0.4831,0,35.5,11.7,0.1572,0.1162,Full-time,Debt Consolidation,0
72641.37,3517.73,560,0.0439,1,38.8,10.8,0.0325,0.05,Full-time,Home Improvement,0
24101.14,19280.91,716,0.4813,0,81.1,7.5,0.3358,0.2067,Full-time,Debt Consolidation,0
43756.89,2955.84,488,0.1049,1,34.1,6.4,0.0609,0.05,Full-time,Debt Consolidation,1
56729.98,33711.78,752,0.2257,0,100.0,4.5,0.1713,0.258,Full-time,Home Improvement,0
70918.82,28586.23,684,0.2146,0,83.4,11.4,0.1185,0.1626,Full-time,Education,0
63818.94,4379.08,617,0.3428,0,67.9,3.7,0.0551,0.05,Full-time,Debt Consolidation,0
62712.59,33946.69,726,0.2122,0,92.6,5.9,0.1543,0.1532,Full-time,Debt Consolidation,0
45936.91,2376.57,663,0.2822,0,72.0,3.9,0.0566,0.05,Full-time,Major Purchase,1
30728.03,2516.81,658,0.0892,1,68.1,13.0,0.0796,0.05,Full-time,Debt Consolidation,0
12426.46,9941.16,645,0.3833,1,68.7,4.7,0.5107,0.3265,Full-time,Debt Consolidation,1
28312.08,6042.83,566,0.2385,1,62.0,4.7,0.1543,0.0531,Part-time,Education,0
73046.91,18441.85,659,0.3583,0,43.2,4.3,0.0959,0.0739,Part-time,Home Improvement,0
55379.03,26052.89,606,0.4345,0,57.8,2.8,0.1694,0.2609,Part-time,Home Improvement,0
34642.03,10004.95,638,0.3189,2,79.7,3.3,0.2049,0.126,Self-employed,Debt Consolidation,0
229888.76,15780.93,771,0.3177,0,100.0,5.0,0.0264,0.05,Full-time,Debt Consolidation,1
48270.88,3974.42,661,0.4202,0,87.4,5.2,0.0824,0.05,Full-time,Home Improvement,0
34461.2,14763.57,624,0.5463,0,64.9,9.9,0.217,0.1075,Full-time,Debt Consolidation,0
61126.82,4785.12,685,0.2219,0,83.8,3.0,0.0449,0.05,Full-time,Education,0
57172.3,45737.84,646,0.3868,2,62.8,1.9,0.2827,0.239,Part-time,Debt Consolidation,1
75127.13,2582.62,551,0.0918,0,50.2,3.5,0.0171,0.05,Full-time,Debt Consolidation,0
67792.31,15354.8,587,0.1859,0,63.2,9.0,0.0741,0.0991,Unemployed,Business,1
58513.6,5066.3,698,0.187,2,74.5,5.3,0.0848,0.05,Full-time,Debt Consolidation,0
152871.54,3929.84,664,0.1925,1,52.6,2.8,0.0231,0.05,Full-time,Home Improvement,0
62465.51,49972.41,697,0.2982,0,96.8,3.5,0.2264,0.2564,Full-time,Debt Consolidation,0
55915.18,18734.5,774,0.3481,0,87.6,4.1,0.1252,0.1366,Full-time,Business,0
78390.62,16800.4,795,0.3719,0,94.0,6.5,0.0856,0.0533,Full-time,Education,0
111962.36,78065.66,652,0.4202,1,70.5,6.7,0.2051,0.3333,Self-employed,Business,1
78013.6,34894.28,688,0.0606,0,49.4,1.3,0.1129,0.1179,Full-time,Major Purchase,0
52390.35,41912.28,607,0.1882,0,94.8,8.2,0.2179,0.2606,Full-time,Major Purchase,0
50373.08,18858.85,556,0.2283,1,24.4,5.8,0.1463,0.1097,Self-employed,Home Improvement,1
102867.58,10137.89,769,0.3263,0,86.8,4.9,0.0465,0.05,Full-time,Major Purchase,0
69522.2,24777.25,626,0.2954,2,53.7,15.2,0.1506,0.1023,Full-time,Debt Consolidation,0
53468.51,39274.15,477,0.4012,0,29.4,3.4,0.2303,0.205,Self-employed,Home Improvement,1
81204.86,2499.99,621,0.1426,0,69.2,4.2,0.02,0.05,Full-time,Home Improvement,0
56921.92,2379.89,765,0.5722,1,86.0,2.1,0.1035,0.05,Full-time,Home Improvement,0
29080.19,17701.27,701,0.192,1,63.7,4.5,0.2349,0.1684,Part-time,Debt Consolidation,0
188748.02,29475.86,630,0.472,0,78.7,6.2,0.0555,0.0688,Part-time,Debt Consolidation,1
17310.45,13848.36,712,0.1171,0,83.3,5.3,0.2407,0.4198,Full-time,Education,0
100954.79,30456.32,798,0.2913,0,81.1,7.3,0.0932,0.1499,Part-time,Debt Consolidation,0
58681.11,36772.96,674,0.1589,0,51.3,7.3,0.1699,0.2349,Full-time,Debt Consolidation,0
28105.82,5227.05,642,0.6043,0,71.4,8.4,0.1994,0.0699,Self-employed,Debt Consolidation,0
63836.77,39705.98,672,0.1633,0,52.3,11.3,0.1677,0.1761,Full-time,Debt Consolidation,0
56576.32,15039.78,774,0.0936,0,99.4,11.9,0.0757,0.0845,Full-time,Home Improvement,0
159840.59,6476.84,656,0.1104,2,77.4,7.8,0.0297,0.05,Full-time,Business,0
90979.35,11148.56,626,0.3873,1,47.6,8.5,0.0733,0.05,Full-time,Education,0
18663.16,14930.53,738,0.2193,0,67.0,8.6,0.2766,0.3758,Part-time,Major Purchase,0
20502.82,9363.66,694,0.2949,1,93.1,6.9,0.2717,0.2228,Part-time,Home Improvement,0
47332.7,10270.0,681,0.5254,0,74.7,1.7,0.132,0.065,Full-time,Education,0
57499.13,34571.1,685,0.2298,0,88.2,4.0,0.1731,0.2015,Part-time,Debt Consolidation,0
84623.29,38686.08,642,0.1711,0,73.6,4.7,0.1243,0.2322,Full-time,Debt Consolidation,0
51226.27,40981.02,628,0.0694,0,44.1,4.3,0.2018,0.3305,Full-time,Major Purchase,0
60912.86,15395.46,698,0.1162,0,63.5,1.0,0.0744,0.1553,Full-time,Debt Consolidation,0
46159.75,12527.69,741,0.3209,1,85.9,9.5,0.1412,0.1032,Part-time,Education,0
92344.64,3254.18,500,0.6045,1,40.8,5.1,0.0686,0.05,Full-time,Debt Consolidation,1
37721.5,5462.01,637,0.1934,0,61.5,4.3,0.0717,0.0877,Full-time,Debt Consolidation,0
120213.11,39476.66,481,0.22,0,51.8,2.4,0.092,0.0811,Part-time,Major Purchase,1
56939.3,15796.73,671,0.4684,0,68.6,6.3,0.1258,0.1053,Full-time,Debt Consolidation,0
48537.16,2430.46,584,0.1454,1,56.7,9.7,0.0583,0.05,Full-time,Debt Consolidation,0
90122.24,8770.64,758,0.2622,1,96.4,4.5,0.0576,0.05,Part-time,Major Purchase,0
25638.63,5786.02,626,0.2259,0,87.8,3.8,0.1176,0.074,Full-time,Home Improvement,0
16058.19,12846.55,676,0.3595,0,63.7,3.8,0.3532,0.3168,Full-time,Debt Consolidation,0
67298.38,48734.13,627,0.3054,0,61.7,6.8,0.2065,0.3505,Full-time,Debt Consolidation,0
50397.72,19341.82,519,0.2948,0,44.3,4.3,0.1342,0.1038,Full-time,Debt Consolidation,1
63141.14,16390.49,709,0.5969,0,100.0,3.5,0.1304,0.0825,Full-time,Debt Consolidation,0
30043.48,24034.79,807,0.3763,0,99.6,2.0,0.2822,0.2981,Full-time,Debt Consolidation,0
70885.12,4753.77,712,0.2103,0,76.6,5.6,0.0375,0.05,Full-time,Debt Consolidation,0
40492.17,32393.74,598,0.4657,0,69.2,9.2,0.2748,0.391,Full-time,Debt Consolidation,0
95808.05,32582.62,780,0.1514,0,100.0,5.1,0.093,0.1115,,Debt Consolidation,0
69193.74,36414.64,737,0.5969,1,79.8,5.4,0.2058,0.164,Full-time,Home Improvement,0
49963.75,17922.39,679,0.4068,1,91.2,5.6,0.1687,0.0997,Full-time,Major Purchase,1
79814.15,3032.09,633,0.081,0,59.3,1.6,0.0164,0.05,Part-time,Business,0
83901.0,18632.86,791,0.0916,0,100.0,5.1,0.0612,0.066,Full-time,Debt Consolidation,0
35812.96,28650.37,641,0.1003,0,25.7,5.0,0.2122,0.2028,Self-employed,Debt Consolidation,0
20909.4,6118.12,534,0.0989,0,77.3,5.9,0.1043,0.0797,Full-time,Debt Consolidation,0
28441.72,9503.66,672,0.2139,0,58.1,6.2,0.1343,0.1227,Full-time,Debt Consolidation,0
31666.92,7085.41,746,0.0621,0,77.8,3.2,0.0678,0.1376,Full-time,Education,0
16488.96,13191.17,677,0.3255,0,47.7,18.1,0.3341,0.2399,Part-time,Education,0
53554.65,13412.77,666,0.2755,0,64.4,15.0,0.0971,0.131,Full-time,Debt Consolidation,0
53449.35,4475.88,716,0.1216,0,86.0,3.4,0.0365,0.05,Full-time,Debt Consolidation,0
55451.93,3951.02,830,0.2798,0,81.0,4.8,0.0534,0.05,Self-employed,Debt Consolidation,0
69109.63,15181.03,817,0.2851,3,98.5,4.2,0.1345,0.0646,Full-time,Home Improvement,0
81117.1,9366.25,692,0.2847,0,72.4,4.4,0.053,0.05,Full-time,Debt Consolidation,1
57354.33,10518.29,476,0.2663,0,48.2,3.3,0.0774,0.1061,Part-time,Debt Consolidation,1
58858.55,9078.3,636,0.5366,0,60.2,10.2,0.1027,0.0559,Full-time,Business,0
33206.65,26565.32,692,0.2147,0,64.9,8.1,0.2385,0.2546,Part-time,Debt Consolidation,0
55357.15,3285.19,601,0.4034,1,54.4,2.4,0.0884,0.05,Full-time,Debt Consolidation,0
46973.81,19295.78,492,0.1354,0,47.9,5.1,0.1193,0.2117,Full-time,Debt Consolidation,1
30466.58,11165.06,562,0.1551,0,48.6,4.8,0.1246,0.1195,Full-time,Debt Consolidation,0
40565.28,3854.55,777,0.1951,1,93.2,10.5,0.087,0.05,Self-employed,Education,0
15070.77,12056.62,753,0.268,0,88.6,8.1,0.32,0.1871,Full-time,Major Purchase,0
32699.16,2598.87,693,0.129,0,87.7,2.6,0.0475,0.05,Self-employed,Home Improvement,0
41842.51,9321.84,683,0.0926,1,93.3,14.2,0.0981,0.1004,Self-employed,Debt Consolidation,0
52947.2,14382.84,527,0.2838,0,21.4,3.5,0.1038,0.0901,Full-time,Debt Consolidation,1
123012.03,14785.2,583,0.2054,0,73.1,5.8,0.0409,0.0662,Full-time,Debt Consolidation,0
90452.73,15132.81,633,0.4116,1,63.5,9.8,0.0862,0.05,Full-time,Debt Consolidation,0
26901.1,7935.81,588,0.1498,0,42.7,11.4,0.1109,0.1109,Full-time,Business,0
48122.41,6754.34,582,0.3959,0,72.1,5.0,0.0929,0.0759,Full-time,Business,0
62090.73,47681.09,706,0.3826,1,,,0.248,0.358,Full-time,Debt Consolidation,0
26625.47,21300.38,766,0.1946,0,84.1,8.0,0.2446,0.3704,Full-time,Home Improvement,0
40084.19,7214.25,688,0.3708,0,88.6,13.1,0.1098,0.05,Full-time,Debt Consolidation,0
29613.48,23690.79,764,0.0267,0,100.0,7.2,0.1985,0.3032,Part-time,Major Purchase,1
149447.13,20287.49,605,0.1279,2,58.5,3.0,0.0548,0.05,Full-time,Home Improvement,0
61102.49,33925.14,589,0.3053,0,61.3,9.8,0.1692,0.2156,Part-time,Debt Consolidation,0
28874.51,8198.52,759,0.5431,0,75.2,2.8,0.2036,0.0815,Part-time,Debt Consolidation,0
72392.26,9969.09,649,0.3473,1,60.8,2.5,0.0842,0.0589,Full-time,Debt Consolidation,0
43804.13,19023.13,735,0.2135,0,76.2,8.2,0.1393,0.1047,Full-time,Major Purchase,0
58165.08,26073.63,821,0.1669,1,90.2,6.0,0.1489,0.1069,Full-time,Home Improvement,0
72785.91,18021.92,641,0.1311,0,46.1,4.6,0.0724,0.0696,Part-time,Debt Consolidation,0
16064.92,12851.94,671,0.3099,0,46.2,1.9,0.3309,0.2319,Full-time,Debt Consolidation,1
80313.31,23311.27,584,0.1278,2,39.6,6.3,0.111,0.166,Full-time,Business,0
48474.72,9268.51,614,0.2713,0,38.0,3.3,0.0862,0.0694,Full-time,Major Purchase,0
44175.57,20590.91,643,0.6923,1,86.8,6.3,0.2519,0.1299,Full-time,Major Purchase,0
60575.1,4675.4,681,0.2289,0,67.5,6.4,0.0457,0.05,Full-time,Debt Consolidation,0
39607.59,16188.02,623,0.1141,0,92.2,8.9,0.1188,0.16,Self-employed,Home Improvement,0
50381.04,17294.86,439,0.68,1,40.9,3.4,0.2034,0.1211,Full-time,Debt Consolidation,1
61411.82,2530.98,634,0.1412,1,71.2,3.8,0.046,0.05,Full-time,Major Purchase,0
76688.64,3335.75,673,0.0247,0,54.5,5.5,0.0128,0.05,Full-time,Debt Consolidation,0
82173.08,2212.04,606,0.1601,1,70.2,7.3,0.0351,0.05,Full-time,Debt Consolidation,0
73536.23,10927.5,620,0.852,0,27.9,5.3,0.1191,0.076,Full-time,Education,1
18358.61,4583.37,756,0.171,0,100.0,6.1,0.127,0.084,Full-time,Home Improvement,0
41102.22,2606.45,528,0.3798,1,44.7,15.5,0.1109,0.05,Full-time,Education,0
59273.97,16877.82,563,0.1695,0,48.8,4.6,0.0889,0.101,Full-time,Education,0
41518.46,33214.77,599,0.2743,0,42.6,6.8,0.2396,0.2976,Full-time,Debt Consolidation,1
67064.29,11707.68,777,0.1678,0,83.9,3.7,0.0599,0.0546,Full-time,Debt Consolidation,0
30001.87,24001.5,631,0.6661,0,80.2,3.8,0.3518,0.398,Full-time,Major Purchase,1
27146.09,21716.87,635,0.1157,0,81.6,6.6,0.2227,0.228,Full-time,Debt Consolidation,0
85310.95,22972.54,625,0.3076,0,100.0,7.2,0.0906,0.0754,Part-time,Debt Consolidation,0
89558.93,45403.78,620,0.4248,1,73.2,7.9,0.1692,0.2259,Part-time,Debt Consolidation,0
42358.32,18112.59,696,0.1576,1,100.0,2.3,0.1577,0.147,Full-time,Business,0
86171.01,38924.72,644,0.3343,0,90.7,13.8,0.1363,0.1574,Self-employed,Debt Consolidation,0
49915.23,2224.71,701,0.3428,0,98.0,5.7,0.0601,0.05,Full-time,Debt Consolidation,0
42537.29,34029.83,601,0.3705,0,40.1,9.4,0.2547,0.2721,Full-time,Debt Consolidation,1
71049.41,21216.63,565,0.2559,0,67.9,8.2,0.0976,0.0969,Full-time,Home Improvement,0
36980.55,12603.74,647,0.0332,0,47.9,6.7,0.0883,0.0902,Full-time,Home Improvement,0
116380.2,15891.4,683,0.1005,1,94.3,3.6,0.0493,0.05,Full-time,Home Improvement,1
79485.64,14075.04,596,0.1183,0,75.7,17.8,0.0532,0.092,Full-time,Debt Consolidation,0
153211.32,3173.62,536,0.04,0,37.3,5.2,0.01,0.05,Full-time,Debt Consolidation,0
63194.16,11231.82,731,0.328,0,70.4,6.4,0.08,0.0793,Full-time,Home Improvement,0
